List Size,Unsorted,Sorted,Reverse Sorted
500,0.002308324008481577,2.4194014258682728e-05,0.0046397760161198676
2500,0.05195614599506371,9.941798634827137e-05,0.10555709002073854
10000,0.8587972040113527,0.0003898089926224202,1.6946272070053965
20000,3.3997397540078964,0.0009846389875747263,6.8395042729971465
30000,7.6836039799964055,0.0011724399810191244,15.408272902015597
